Attrition,BusinessTravel,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Age_Profile,Age_cat,Gender_cat,JobLevel_cat,BusinessTravel_cat,OverTime_cat,WorkLifeBalance_cat,TrainingTimesLastYear_cat,EnvironmentSatisfaction_cat,JobSatisfaction_cat
0,1,1,1,4,4,14118,0,3,2,1,3,Middle-age (45-59),Male,Senior,Travel Rarely,No,Good,5-6,Low,Very High
0,1,2,1,4,3,17046,0,2,3,27,3,Middle-age (45-59),Male,Senior,Travel Rarely,No,Better,3-4,Medium,High
0,3,3,0,1,4,2564,0,2,2,11,2,Adult (26-44),Female,Entry,Non-Travel,No,Good,3-4,High,Very High
0,2,3,0,3,1,10266,0,5,4,18,4,Old age (60+),Female,Middle,Travel Frequently,No,Best,9-10,High,Low
0,1,1,0,2,4,5070,0,2,3,5,3,Middle-age (45-59),Female,Junior,Travel Rarely,No,Better,3-4,Low,Very High
0,1,1,1,4,3,17861,0,2,1,3,3,Middle-age (45-59),Male,Senior,Travel Rarely,No,Bad,3-4,Low,High
0,1,4,1,1,3,4230,0,2,3,5,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,3-4,Very High,High
0,1,3,0,2,3,3780,0,3,3,1,3,Middle-age (45-59),Female,Junior,Travel Rarely,No,Better,5-6,High,High
0,1,4,1,1,3,2768,0,3,3,7,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,5-6,Very High,High
0,1,3,0,3,4,9071,1,3,3,3,3,Middle-age (45-59),Female,Middle,Travel Rarely,Yes,Better,5-6,High,Very High
0,1,3,1,3,2,10648,0,6,4,13,2,Adult (26-44),Male,Middle,Travel Rarely,No,Best,More than 10,High,Medium
1,1,2,1,3,3,13610,1,2,4,7,2,Adult (26-44),Male,Middle,Travel Rarely,Yes,Best,3-4,Medium,High
1,1,1,1,1,4,3408,0,2,3,4,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,3-4,Low,Very High
0,1,4,1,1,2,2983,0,3,3,3,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,5-6,Very High,Medium
0,1,4,1,3,3,7632,1,2,3,8,2,Adult (26-44),Male,Middle,Travel Rarely,Yes,Better,3-4,Very High,High
1,2,1,1,3,3,9824,0,2,3,1,2,Adult (26-44),Male,Middle,Travel Frequently,No,Better,3-4,Low,High
1,2,2,0,3,1,9950,1,2,3,3,2,Adult (26-44),Female,Middle,Travel Frequently,Yes,Better,3-4,Medium,Low
0,2,2,1,1,3,2093,0,4,3,2,2,Adult (26-44),Male,Entry,Travel Frequently,No,Better,7-8,Medium,High
0,3,2,1,3,4,9980,0,3,2,10,2,Adult (26-44),Male,Middle,Non-Travel,No,Good,5-6,Medium,Very High
1,2,3,1,1,3,3894,0,3,3,2,1,Young Adult (18-25),Male,Entry,Travel Frequently,No,Better,5-6,High,High
0,1,2,0,2,4,4051,0,2,3,9,3,Middle-age (45-59),Female,Junior,Travel Rarely,No,Better,3-4,Medium,Very High
0,1,1,0,4,2,16835,0,2,3,10,3,Middle-age (45-59),Female,Senior,Travel Rarely,No,Better,3-4,Low,Medium
0,3,4,1,2,4,6230,0,3,3,14,2,Adult (26-44),Male,Junior,Non-Travel,No,Better,5-6,Very High,Very High
0,1,2,1,2,3,4717,0,2,3,11,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,3-4,Medium,High
0,1,2,0,4,3,13237,0,3,3,20,2,Adult (26-44),Female,Senior,Travel Rarely,No,Better,5-6,Medium,High
0,2,3,0,1,3,3755,0,3,3,8,2,Adult (26-44),Female,Entry,Travel Frequently,No,Better,5-6,High,High
0,1,2,1,2,4,6582,1,2,4,6,2,Adult (26-44),Male,Junior,Travel Rarely,Yes,Best,3-4,Medium,Very High
0,1,4,1,3,1,7406,1,5,2,10,2,Adult (26-44),Male,Middle,Travel Rarely,Yes,Good,9-10,Very High,Low
0,1,4,1,2,2,4805,0,3,4,8,3,Middle-age (45-59),Male,Junior,Travel Rarely,No,Best,5-6,Very High,Medium
1,2,2,0,1,3,2741,1,2,2,7,2,Adult (26-44),Female,Entry,Travel Frequently,Yes,Good,3-4,Medium,High
0,1,4,1,2,4,4262,0,2,4,3,2,Adult (26-44),Male,Junior,Travel Rarely,No,Best,3-4,Very High,Very High
0,1,1,0,4,3,16184,0,2,3,6,2,Adult (26-44),Female,Senior,Travel Rarely,No,Better,3-4,Low,High
0,1,3,1,3,4,11557,0,3,2,5,2,Adult (26-44),Male,Middle,Travel Rarely,No,Good,5-6,High,Very High
1,2,2,1,1,2,1878,1,3,3,0,1,Young Adult (18-25),Male,Entry,Travel Frequently,Yes,Better,5-6,Medium,Medium
0,3,3,1,3,1,10932,0,2,3,1,2,Adult (26-44),Male,Middle,Non-Travel,No,Better,3-4,High,Low
0,3,1,0,2,3,6811,1,3,3,8,2,Adult (26-44),Female,Junior,Non-Travel,Yes,Better,5-6,Low,High
0,1,1,1,2,3,4306,0,5,3,0,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,9-10,Low,High
0,1,1,0,2,3,4859,0,3,3,5,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,5-6,Low,High
0,1,4,1,2,4,5337,0,3,3,10,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,5-6,Very High,Very High
1,1,3,1,1,4,2340,1,3,1,1,2,Adult (26-44),Male,Entry,Travel Rarely,Yes,Bad,5-6,High,Very High
0,1,2,0,3,4,7491,0,3,4,6,2,Adult (26-44),Female,Middle,Travel Rarely,No,Best,5-6,Medium,Very High
0,2,1,0,3,3,10527,0,3,2,2,3,Middle-age (45-59),Female,Middle,Travel Frequently,No,Good,5-6,Low,High
0,1,2,0,4,1,16595,0,2,3,18,2,Adult (26-44),Female,Senior,Travel Rarely,No,Better,3-4,Medium,Low
0,3,1,1,3,2,8834,0,6,3,9,2,Adult (26-44),Male,Middle,Non-Travel,No,Better,More than 10,Low,Medium
0,1,4,1,2,1,5577,1,3,3,10,3,Middle-age (45-59),Male,Junior,Travel Rarely,Yes,Better,5-6,Very High,Low
1,3,4,1,2,3,4707,0,2,3,4,2,Adult (26-44),Male,Junior,Non-Travel,No,Better,3-4,Very High,High
0,2,4,1,1,4,2400,0,3,3,2,1,Young Adult (18-25),Male,Entry,Travel Frequently,No,Better,5-6,Very High,Very High
0,1,3,0,2,3,9824,0,4,3,1,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,7-8,High,High
0,1,2,0,2,2,6447,0,2,2,6,2,Adult (26-44),Female,Junior,Travel Rarely,No,Good,3-4,Medium,Medium
0,1,4,1,5,3,19502,1,5,3,31,3,Middle-age (45-59),Male,Executive,Travel Rarely,Yes,Better,9-10,Very High,High
0,1,2,1,1,4,2725,1,3,3,6,1,Young Adult (18-25),Male,Entry,Travel Rarely,Yes,Better,5-6,Medium,Very High
0,1,1,1,2,2,6272,0,5,4,5,2,Adult (26-44),Male,Junior,Travel Rarely,No,Best,9-10,Low,Medium
0,1,4,1,1,2,2127,0,2,3,1,1,Young Adult (18-25),Male,Entry,Travel Rarely,No,Better,3-4,Very High,Medium
0,2,1,1,5,2,18200,0,2,3,32,3,Middle-age (45-59),Male,Executive,Travel Frequently,No,Better,3-4,Low,Medium
0,1,2,1,1,3,2096,0,1,3,7,1,Young Adult (18-25),Male,Entry,Travel Rarely,No,Better,1-2,Medium,High
1,2,1,0,1,3,2886,1,4,3,6,1,Young Adult (18-25),Female,Entry,Travel Frequently,Yes,Better,7-8,Low,High
1,2,2,1,1,1,2033,0,2,4,1,2,Adult (26-44),Male,Entry,Travel Frequently,No,Best,3-4,Medium,Low
0,1,2,1,1,4,3622,1,3,3,6,2,Adult (26-44),Male,Entry,Travel Rarely,Yes,Better,5-6,Medium,Very High
1,1,2,1,2,1,4233,0,2,1,3,2,Adult (26-44),Male,Junior,Travel Rarely,No,Bad,3-4,Medium,Low
0,1,1,1,2,4,3681,0,3,3,3,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,5-6,Low,Very High
0,1,1,1,2,4,5460,0,4,4,7,2,Adult (26-44),Male,Junior,Travel Rarely,No,Best,7-8,Low,Very High
0,1,1,0,1,3,2187,0,5,2,5,2,Adult (26-44),Female,Entry,Travel Rarely,No,Good,9-10,Low,High
0,1,4,1,2,3,9602,1,3,2,3,2,Adult (26-44),Male,Junior,Travel Rarely,Yes,Good,5-6,Very High,High
0,1,4,0,1,2,2836,0,0,4,1,1,Young Adult (18-25),Female,Entry,Travel Rarely,No,Best,No Training,Very High,Medium
0,1,3,0,2,4,4089,0,4,3,10,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,7-8,High,Very High
0,1,2,1,4,4,16627,1,3,2,1,2,Adult (26-44),Male,Senior,Travel Rarely,Yes,Good,5-6,Medium,Very High
0,1,3,0,1,1,2619,0,3,2,0,2,Adult (26-44),Female,Entry,Travel Rarely,No,Good,5-6,High,Low
0,2,4,1,2,3,5679,1,3,3,8,2,Adult (26-44),Male,Junior,Travel Frequently,Yes,Better,5-6,Very High,High
0,1,4,0,4,1,15402,0,3,1,3,3,Middle-age (45-59),Female,Senior,Travel Rarely,No,Bad,5-6,Very High,Low
0,1,1,0,2,3,5985,0,1,4,2,2,Adult (26-44),Female,Junior,Travel Rarely,No,Best,1-2,Low,High
0,1,3,0,1,3,2579,1,3,3,8,2,Adult (26-44),Female,Entry,Travel Rarely,Yes,Better,5-6,High,High
1,1,3,1,1,1,3041,0,3,3,4,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,5-6,High,Low
0,1,3,1,1,3,3447,0,2,3,3,1,Young Adult (18-25),Male,Entry,Travel Rarely,No,Better,3-4,High,High
0,1,4,1,5,4,19513,1,2,4,2,2,Adult (26-44),Male,Executive,Travel Rarely,Yes,Best,3-4,Very High,Very High
0,1,1,1,1,3,2773,0,3,3,2,1,Young Adult (18-25),Male,Entry,Travel Rarely,No,Better,5-6,Low,High
0,1,3,1,2,3,7104,0,3,3,5,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,5-6,High,High
0,1,1,0,2,4,6322,1,2,2,6,2,Adult (26-44),Female,Junior,Travel Rarely,Yes,Good,3-4,Low,Very High
0,2,3,0,1,3,2083,0,2,3,1,2,Adult (26-44),Female,Entry,Travel Frequently,No,Better,3-4,High,High
0,1,4,0,2,1,8381,0,2,4,14,3,Middle-age (45-59),Female,Junior,Travel Rarely,No,Best,3-4,Very High,Low
0,1,2,1,1,4,2691,0,4,2,10,2,Adult (26-44),Male,Entry,Travel Rarely,No,Good,7-8,Medium,Very High
1,2,1,0,2,1,4286,0,4,3,1,3,Middle-age (45-59),Female,Junior,Travel Frequently,No,Better,7-8,Low,Low
0,1,3,0,1,4,2659,1,2,3,3,2,Adult (26-44),Female,Entry,Travel Rarely,Yes,Better,3-4,High,Very High
0,1,3,1,3,3,9434,0,2,3,10,2,Adult (26-44),Male,Middle,Travel Rarely,No,Better,3-4,High,High
0,1,2,0,2,3,5561,0,5,2,6,2,Adult (26-44),Female,Junior,Travel Rarely,No,Good,9-10,Medium,High
0,1,2,1,2,4,6646,0,3,3,17,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,5-6,Medium,Very High
0,2,3,1,2,4,7725,0,2,1,13,2,Adult (26-44),Male,Junior,Travel Frequently,No,Bad,3-4,High,Very High
0,1,3,1,3,2,10725,0,1,4,9,3,Middle-age (45-59),Male,Middle,Travel Rarely,No,Best,1-2,High,Medium
0,1,2,1,2,2,8847,1,2,3,3,2,Adult (26-44),Male,Junior,Travel Rarely,Yes,Better,3-4,Medium,Medium
0,1,1,1,1,4,2045,0,0,3,4,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,No Training,Low,Very High
1,1,4,1,1,3,1009,1,5,3,1,1,Young Adult (18-25),Male,Entry,Travel Rarely,Yes,Better,9-10,Very High,High
1,2,1,1,1,1,3348,1,3,3,10,2,Adult (26-44),Male,Entry,Travel Frequently,Yes,Better,5-6,Low,Low
0,3,3,1,1,3,1281,0,3,3,1,2,Adult (26-44),Male,Entry,Non-Travel,No,Better,5-6,High,High
0,1,1,1,1,1,2819,0,3,4,3,1,Young Adult (18-25),Male,Entry,Travel Rarely,No,Best,5-6,Low,Low
0,1,4,1,2,2,4851,0,4,3,3,1,Young Adult (18-25),Male,Junior,Travel Rarely,No,Better,7-8,Very High,Medium
0,1,4,0,2,4,4028,0,2,3,7,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,3-4,Very High,Very High
0,2,2,1,1,4,2720,0,5,3,10,2,Adult (26-44),Male,Entry,Travel Frequently,No,Better,9-10,Medium,Very High
0,1,2,1,2,2,8120,0,3,3,2,3,Middle-age (45-59),Male,Junior,Travel Rarely,No,Better,5-6,Medium,Medium
0,2,4,0,2,4,4647,1,3,3,6,2,Adult (26-44),Female,Junior,Travel Frequently,Yes,Better,5-6,Very High,Very High
0,1,4,1,1,4,4680,0,2,3,1,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,3-4,Very High,Very High
0,1,4,1,1,3,3221,1,3,3,20,3,Middle-age (45-59),Male,Entry,Travel Rarely,Yes,Better,5-6,Very High,High
0,1,4,0,3,2,8621,0,3,4,8,2,Adult (26-44),Female,Middle,Travel Rarely,No,Best,5-6,Very High,Medium
1,1,1,0,2,3,4577,0,3,3,2,1,Young Adult (18-25),Female,Junior,Travel Rarely,No,Better,5-6,Low,High
0,1,4,0,2,3,4553,0,4,3,20,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,7-8,Very High,High
0,1,4,1,2,4,5396,0,2,2,10,2,Adult (26-44),Male,Junior,Travel Rarely,No,Good,3-4,Very High,Very High
1,2,2,1,2,3,6796,1,4,3,4,3,Middle-age (45-59),Male,Junior,Travel Frequently,Yes,Better,7-8,Medium,High
0,1,2,0,2,4,7625,0,4,2,9,2,Adult (26-44),Female,Junior,Travel Rarely,No,Good,7-8,Medium,Very High
0,1,3,0,3,1,7412,0,3,3,9,2,Adult (26-44),Female,Middle,Travel Rarely,No,Better,5-6,High,Low
0,1,3,0,3,4,11159,0,6,3,7,2,Adult (26-44),Female,Middle,Travel Rarely,No,Better,More than 10,High,Very High
0,1,4,1,2,1,4960,0,2,3,7,3,Middle-age (45-59),Male,Junior,Travel Rarely,No,Better,3-4,Very High,Low
0,2,4,1,3,1,10475,1,2,3,18,2,Adult (26-44),Male,Middle,Travel Frequently,Yes,Better,3-4,Very High,Low
0,1,3,1,4,3,14814,0,3,3,5,3,Middle-age (45-59),Male,Senior,Travel Rarely,No,Better,5-6,High,High
0,1,2,1,5,4,19141,0,2,2,21,2,Adult (26-44),Male,Executive,Travel Rarely,No,Good,3-4,Medium,Very High
0,1,1,1,2,1,5405,0,1,3,2,4,Old age (60+),Male,Junior,Travel Rarely,No,Better,1-2,Low,Low
0,2,4,1,3,1,8793,0,4,2,9,2,Adult (26-44),Male,Middle,Travel Frequently,No,Good,7-8,Very High,Low
0,1,4,1,5,3,19189,0,3,3,22,2,Adult (26-44),Male,Executive,Travel Rarely,No,Better,5-6,Very High,High
0,1,4,1,1,2,3875,0,2,3,2,3,Middle-age (45-59),Male,Entry,Travel Rarely,No,Better,3-4,Very High,Medium
1,1,1,0,1,2,2216,1,4,3,7,2,Adult (26-44),Female,Entry,Travel Rarely,Yes,Better,7-8,Low,Medium
0,3,1,0,3,1,11713,0,2,3,8,2,Adult (26-44),Female,Middle,Non-Travel,No,Better,3-4,Low,Low
0,1,3,0,3,3,7861,1,4,4,1,2,Adult (26-44),Female,Middle,Travel Rarely,Yes,Best,7-8,High,High
0,3,1,1,1,3,3708,0,5,3,5,2,Adult (26-44),Male,Entry,Non-Travel,No,Better,9-10,Low,High
0,2,4,0,4,3,13770,1,2,2,22,3,Middle-age (45-59),Female,Senior,Travel Frequently,Yes,Good,3-4,Very High,High
0,1,3,1,2,4,5304,0,2,2,8,2,Adult (26-44),Male,Junior,Travel Rarely,No,Good,3-4,High,Very High
0,1,3,1,1,3,2642,0,6,3,1,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,More than 10,High,High
1,2,3,1,1,3,2759,1,2,3,2,2,Adult (26-44),Male,Entry,Travel Frequently,Yes,Better,3-4,High,High
0,2,4,1,2,4,6804,0,5,3,2,2,Adult (26-44),Male,Junior,Travel Frequently,No,Better,9-10,Very High,Very High
0,1,2,0,2,3,6142,0,2,3,5,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,3-4,Medium,High
0,1,2,1,1,1,2500,0,2,4,4,1,Young Adult (18-25),Male,Entry,Travel Rarely,No,Best,3-4,Medium,Low
0,1,3,0,2,2,6389,0,3,1,8,2,Adult (26-44),Female,Junior,Travel Rarely,No,Bad,5-6,High,Medium
0,1,3,1,4,4,11103,0,1,2,10,3,Middle-age (45-59),Male,Senior,Travel Rarely,No,Good,1-2,High,Very High
0,1,4,0,1,4,2342,1,2,2,4,2,Adult (26-44),Female,Entry,Travel Rarely,Yes,Good,3-4,Very High,Very High
0,1,4,0,2,1,6811,0,2,1,7,2,Adult (26-44),Female,Junior,Travel Rarely,No,Bad,3-4,Very High,Low
0,1,4,1,1,2,2297,0,2,3,2,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,3-4,Very High,Medium
0,1,4,1,2,4,2450,0,4,3,2,3,Middle-age (45-59),Male,Junior,Travel Rarely,No,Better,7-8,Very High,Very High
0,3,4,0,2,1,5093,0,2,4,1,2,Adult (26-44),Female,Junior,Non-Travel,No,Best,3-4,Very High,Low
0,2,1,1,2,4,5309,0,2,3,10,2,Adult (26-44),Male,Junior,Travel Frequently,No,Better,3-4,Low,Very High
0,1,4,1,1,3,3057,1,0,1,1,2,Adult (26-44),Male,Entry,Travel Rarely,Yes,Bad,No Training,Very High,High
0,1,2,0,2,1,5121,0,3,3,0,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,5-6,Medium,Low
0,1,3,1,4,1,16856,0,3,4,34,3,Middle-age (45-59),Male,Senior,Travel Rarely,No,Best,5-6,High,Low
1,1,4,1,1,4,2686,1,2,2,10,2,Adult (26-44),Male,Entry,Travel Rarely,Yes,Good,3-4,Very High,Very High
0,1,3,0,2,4,6180,0,5,2,6,1,Young Adult (18-25),Female,Junior,Travel Rarely,No,Good,9-10,High,Very High
0,1,2,1,2,3,6632,0,3,3,8,3,Middle-age (45-59),Male,Junior,Travel Rarely,No,Better,5-6,Medium,High
0,1,1,1,1,3,3505,0,3,3,2,1,Young Adult (18-25),Male,Entry,Travel Rarely,No,Better,5-6,Low,High
1,2,2,0,2,3,6397,1,2,3,5,3,Middle-age (45-59),Female,Junior,Travel Frequently,Yes,Better,3-4,Medium,High
0,1,4,1,2,4,6274,0,5,3,6,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,9-10,Very High,Very High
1,1,4,1,5,1,19859,1,2,3,5,3,Middle-age (45-59),Male,Executive,Travel Rarely,Yes,Better,3-4,Very High,Low
0,3,1,1,3,1,7587,0,1,3,10,2,Adult (26-44),Male,Middle,Non-Travel,No,Better,1-2,Low,Low
0,3,4,1,1,4,4258,0,3,3,4,3,Middle-age (45-59),Male,Entry,Non-Travel,No,Better,5-6,Very High,Very High
0,2,1,0,1,4,4364,0,2,3,2,2,Adult (26-44),Female,Entry,Travel Frequently,No,Better,3-4,Low,Very High
0,1,2,0,2,3,4335,0,3,2,8,2,Adult (26-44),Female,Junior,Travel Rarely,No,Good,5-6,Medium,High
1,1,4,1,2,1,5326,0,2,2,4,2,Adult (26-44),Male,Junior,Travel Rarely,No,Good,3-4,Very High,Low
0,1,2,0,1,4,3280,0,2,3,4,2,Adult (26-44),Female,Entry,Travel Rarely,No,Better,3-4,Medium,Very High
0,1,4,0,2,1,5485,1,4,3,5,3,Middle-age (45-59),Female,Junior,Travel Rarely,Yes,Better,7-8,Very High,Low
0,2,3,1,2,4,4342,0,3,3,4,2,Adult (26-44),Male,Junior,Travel Frequently,No,Better,5-6,High,Very High
0,1,4,0,1,1,2782,1,3,2,5,2,Adult (26-44),Female,Entry,Travel Rarely,Yes,Good,5-6,Very High,Low
0,2,1,0,2,1,5980,1,2,3,15,2,Adult (26-44),Female,Junior,Travel Frequently,Yes,Better,3-4,Low,Low
0,1,3,0,1,1,4381,0,3,3,6,2,Adult (26-44),Female,Entry,Travel Rarely,No,Better,5-6,High,Low
0,1,1,0,1,4,2572,0,1,2,3,2,Adult (26-44),Female,Entry,Travel Rarely,No,Good,1-2,Low,Very High
0,1,4,1,1,3,3833,0,2,3,2,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,3-4,Very High,High
0,2,3,0,2,2,4244,0,2,3,8,2,Adult (26-44),Female,Junior,Travel Frequently,No,Better,3-4,High,Medium
0,1,3,0,2,1,6500,0,1,3,3,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,1-2,High,Low
0,2,2,1,5,4,18430,0,4,2,24,2,Adult (26-44),Male,Executive,Travel Frequently,No,Good,7-8,Medium,Very High
1,1,3,1,1,1,1601,1,2,3,0,1,Young Adult (18-25),Male,Entry,Travel Rarely,Yes,Better,3-4,High,Low
0,3,3,1,1,2,2694,0,4,3,1,1,Young Adult (18-25),Male,Entry,Non-Travel,No,Better,7-8,High,Medium
0,1,4,0,2,3,3149,0,3,3,5,3,Middle-age (45-59),Female,Junior,Travel Rarely,No,Better,5-6,Very High,High
0,1,3,1,4,3,17639,0,3,3,4,3,Middle-age (45-59),Male,Senior,Travel Rarely,No,Better,5-6,High,High
1,1,2,0,1,1,2319,1,1,3,1,2,Adult (26-44),Female,Entry,Travel Rarely,Yes,Better,1-2,Medium,Low
0,1,3,1,3,3,11691,0,3,4,13,2,Adult (26-44),Male,Middle,Travel Rarely,No,Best,5-6,High,High
1,1,1,0,2,1,5324,0,3,3,3,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,5-6,Low,Low
0,1,3,0,4,4,16752,1,3,2,26,3,Middle-age (45-59),Female,Senior,Travel Rarely,Yes,Good,5-6,High,Very High
0,1,3,0,2,2,5228,0,2,3,9,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,3-4,High,Medium
0,1,3,1,1,3,2700,0,3,3,10,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,5-6,High,High
1,1,4,1,5,2,19246,1,2,3,31,3,Middle-age (45-59),Male,Executive,Travel Rarely,Yes,Better,3-4,Very High,Medium
0,1,4,0,1,3,2506,0,0,3,2,2,Adult (26-44),Female,Entry,Travel Rarely,No,Better,No Training,Very High,High
0,1,4,0,2,4,6062,1,4,3,4,2,Adult (26-44),Female,Junior,Travel Rarely,Yes,Better,7-8,Very High,Very High
1,1,3,1,1,3,4382,0,3,2,2,2,Adult (26-44),Male,Entry,Travel Rarely,No,Good,5-6,High,High
0,1,3,1,1,2,2143,0,2,3,5,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,3-4,High,Medium
0,1,3,0,2,3,6162,0,3,3,14,2,Adult (26-44),Female,Junior,Travel Rarely,No,Better,5-6,High,High
0,2,1,1,2,3,5094,0,6,3,1,2,Adult (26-44),Male,Junior,Travel Frequently,No,Better,More than 10,Low,High
0,1,3,0,2,4,6877,1,4,2,0,2,Adult (26-44),Female,Junior,Travel Rarely,Yes,Good,7-8,High,Very High
0,1,2,0,1,3,2274,0,3,3,1,3,Middle-age (45-59),Female,Entry,Travel Rarely,No,Better,5-6,Medium,High
0,1,2,1,2,2,4434,0,3,2,9,2,Adult (26-44),Male,Junior,Travel Rarely,No,Good,5-6,Medium,Medium
0,2,1,1,2,1,6288,0,3,2,4,2,Adult (26-44),Male,Junior,Travel Frequently,No,Good,5-6,Low,Low
0,2,3,0,1,4,2553,0,3,3,5,2,Adult (26-44),Female,Entry,Travel Frequently,No,Better,5-6,High,Very High
1,1,3,0,3,4,7654,0,3,4,9,3,Middle-age (45-59),Female,Middle,Travel Rarely,No,Best,5-6,High,Very High
1,1,3,1,2,4,5160,0,3,2,9,3,Middle-age (45-59),Male,Junior,Travel Rarely,No,Good,5-6,High,Very High
0,1,2,1,4,1,17159,0,3,3,4,2,Adult (26-44),Male,Senior,Travel Rarely,No,Better,5-6,Medium,Low
0,1,3,1,3,4,12808,1,3,3,9,2,Adult (26-44),Male,Middle,Travel Rarely,Yes,Better,5-6,High,Very High
0,1,3,1,3,3,10221,0,3,4,8,2,Adult (26-44),Male,Middle,Travel Rarely,No,Best,5-6,High,High
0,1,2,0,2,2,4779,1,2,3,8,2,Adult (26-44),Female,Junior,Travel Rarely,Yes,Better,3-4,Medium,Medium
0,1,3,1,1,4,3737,0,1,1,3,2,Adult (26-44),Male,Entry,Travel Rarely,No,Bad,1-2,High,Very High
1,2,3,0,1,3,2366,1,2,3,8,2,Adult (26-44),Female,Entry,Travel Frequently,Yes,Better,3-4,High,High
0,3,4,1,1,4,1706,0,6,2,0,2,Adult (26-44),Male,Entry,Non-Travel,No,Good,More than 10,Very High,Very High
0,1,1,0,4,3,16307,0,2,2,20,3,Middle-age (45-59),Female,Senior,Travel Rarely,No,Good,3-4,Low,High
0,1,4,1,2,2,5933,0,2,2,5,2,Adult (26-44),Male,Junior,Travel Rarely,No,Good,3-4,Very High,Medium
0,1,1,1,1,1,3424,0,3,2,4,1,Young Adult (18-25),Male,Entry,Travel Rarely,No,Good,5-6,Low,Low
0,1,1,1,2,1,4037,0,5,3,9,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,9-10,Low,Low
0,1,3,0,1,1,2559,0,3,2,6,2,Adult (26-44),Female,Entry,Travel Rarely,No,Good,5-6,High,Low
0,1,2,1,2,4,6201,1,1,2,18,2,Adult (26-44),Male,Junior,Travel Rarely,Yes,Good,1-2,Medium,Very High
0,1,2,1,2,4,4403,0,3,2,5,2,Adult (26-44),Male,Junior,Travel Rarely,No,Good,5-6,Medium,Very High
0,2,2,1,1,4,3761,0,3,2,5,2,Adult (26-44),Male,Entry,Travel Frequently,No,Good,5-6,Medium,Very High
0,1,1,0,3,4,10934,1,3,3,5,3,Middle-age (45-59),Female,Middle,Travel Rarely,Yes,Better,5-6,Low,Very High
0,1,4,1,3,1,10761,1,2,3,5,3,Middle-age (45-59),Male,Middle,Travel Rarely,Yes,Better,3-4,Very High,Low
0,1,3,0,2,3,5175,0,3,2,5,2,Adult (26-44),Female,Junior,Travel Rarely,No,Good,5-6,High,High
0,2,3,0,4,4,13826,0,3,3,9,3,Middle-age (45-59),Female,Senior,Travel Frequently,No,Better,5-6,High,Very High
0,1,4,1,2,3,6334,0,2,3,1,2,Adult (26-44),Male,Junior,Travel Rarely,No,Better,3-4,Very High,High
0,1,2,1,1,4,4936,0,6,3,5,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,More than 10,Medium,Very High
0,1,4,1,2,4,4775,0,2,1,2,1,Young Adult (18-25),Male,Junior,Travel Rarely,No,Bad,3-4,Very High,Very High
0,1,1,1,1,4,2818,1,2,2,3,2,Adult (26-44),Male,Entry,Travel Rarely,Yes,Good,3-4,Low,Very High
0,2,2,1,1,4,2515,1,2,3,2,2,Adult (26-44),Male,Entry,Travel Frequently,Yes,Better,3-4,Medium,Very High
0,1,1,1,1,1,2342,0,3,3,5,2,Adult (26-44),Male,Entry,Travel Rarely,No,Better,5-6,Low,Low
0,1,3,1,2,1,4194,1,3,3,5,1,Young Adult (18-25),Male,Junior,Travel Rarely,Yes,Better,5-6,High,Low
0,1,4,0,3,3,10685,1,2,3,17,2,Adult (26-44),Female,Middle,Travel Rarely,Yes,Better,3-4,Very High,High
1,2,4,0,1,2,2022,1,3,2,10,2,Adult (26-44),Female,Entry,Travel Frequently,Yes,Good,5-6,Very High,Medium
0,3,4,1,1,4,2314,0,2,3,3,2,Adult (26-44),Male,Entry,Non-Travel,No,Better,3-4,Very High,Very High
